Id,SalePrice,YearBuilt,YrSold,MonthSold,Size(sqf),Floor,N_Parkinglot(Ground),N_Parkinglot(Basement),TimeToBusStop,TimeToSubway,N_APT,N_manager,N_elevators,N_FacilitiesNearBy(PublicOffice),N_FacilitiesNearBy(Hospital),N_FacilitiesNearBy(Dpartmentstore),N_FacilitiesNearBy(Mall),N_FacilitiesNearBy(ETC),N_FacilitiesNearBy(Park),N_SchoolNearBy(Elementary),N_SchoolNearBy(Middle),N_SchoolNearBy(High),N_SchoolNearBy(University),N_FacilitiesInApt,N_FacilitiesNearBy(Total),N_SchoolNearBy(Total),class_price,AptType
2667,196389,2009,2009,5,914,3,25.00,203.00,2.50,0.00,1.00,2.00,5.00,2.00,1,0.00,0.00,2.00,1.00,2.00,1.00,1.00,1.00,5,6.00,5.00,D
2668,196460,2007,2010,10,1103,26,554.00,524.00,2.50,2.50,3.00,5.00,10.00,2.00,2,2.00,2.00,0.00,1.00,2.00,2.00,2.00,2.00,4,9.00,8.00,D
2669,196460,2006,2013,3,903,14,123.00,181.00,7.50,2.50,3.00,3.00,11.00,3.00,1,1.00,1.00,2.00,0.00,4.00,3.00,3.00,1.00,4,8.00,11.00,D
2670,196460,1978,2016,12,779,1,87.00,0.00,2.50,2.50,2.00,1.00,4.00,3.00,2,1.00,1.00,0.00,0.00,3.00,3.00,3.00,2.00,3,7.00,11.00,D
2671,196460,2005,2015,5,572,5,67.00,798.00,2.50,7.50,8.00,6.00,0.00,5.00,2,0.00,1.00,5.00,0.00,3.00,4.00,4.00,4.00,7,13.00,15.00,D
2672,196460,2008,2011,6,829,21,197.00,475.00,7.50,2.50,6.00,6.00,14.00,3.00,1,1.00,1.00,0.00,1.00,2.00,3.00,2.00,2.00,8,7.00,9.00,D
2673,196460,2006,2009,5,914,18,249.00,536.00,2.50,2.50,6.00,5.00,11.00,1.00,1,0.00,1.00,0.00,0.00,2.00,2.00,1.00,2.00,5,3.00,7.00,D
2674,196460,1993,2012,3,1451,15,523.00,536.00,2.50,17.50,8.00,8.00,20.00,6.00,2,0.00,1.00,5.00,0.00,4.00,3.00,5.00,5.00,4,14.00,17.00,D
2675,196460,2006,2011,8,818,15,249.00,536.00,2.50,2.50,6.00,5.00,11.00,1.00,1,0.00,1.00,0.00,0.00,2.00,2.00,1.00,2.00,5,3.00,7.00,D
2676,196460,2005,2012,11,914,20,67.00,798.00,2.50,7.50,8.00,6.00,0.00,5.00,2,0.00,1.00,5.00,0.00,3.00,4.00,4.00,4.00,7,13.00,15.00,D
2677,196460,2007,2010,10,868,8,0.00,1270.00,2.50,2.50,7.00,14.00,16.00,3.00,1,2.00,1.00,0.00,2.00,3.00,3.00,2.00,2.00,10,9.00,10.00,D
2678,196460,2006,2009,12,914,14,249.00,536.00,2.50,2.50,6.00,5.00,11.00,1.00,1,0.00,1.00,0.00,0.00,2.00,2.00,1.00,2.00,5,3.00,7.00,D
2679,196902,2006,2014,4,636,6,111.00,184.00,7.50,12.50,3.00,3.00,0.00,2.00,1,1.00,1.00,1.00,0.00,3.00,2.00,2.00,2.00,5,6.00,9.00,D
2680,196902,2005,2016,8,572,4,67.00,798.00,2.50,7.50,8.00,6.00,0.00,5.00,2,0.00,1.00,5.00,0.00,3.00,4.00,4.00,4.00,7,13.00,15.00,D
2681,196902,2008,2012,1,914,1,197.00,475.00,7.50,2.50,6.00,6.00,14.00,3.00,1,1.00,1.00,0.00,1.00,2.00,3.00,2.00,2.00,8,7.00,9.00,D
2682,197345,2006,2009,12,910,13,111.00,184.00,7.50,12.50,3.00,3.00,0.00,2.00,1,1.00,1.00,1.00,0.00,3.00,2.00,2.00,2.00,5,6.00,9.00,D
2683,197345,2007,2011,2,1103,3,554.00,524.00,2.50,2.50,3.00,5.00,10.00,2.00,2,2.00,2.00,0.00,1.00,2.00,2.00,2.00,2.00,4,9.00,8.00,D
2684,197345,2005,2011,9,914,12,67.00,798.00,2.50,7.50,8.00,6.00,0.00,5.00,2,0.00,1.00,5.00,0.00,3.00,4.00,4.00,4.00,7,13.00,15.00,D
2685,197345,2005,2012,1,914,16,67.00,798.00,2.50,7.50,8.00,6.00,0.00,5.00,2,0.00,1.00,5.00,0.00,3.00,4.00,4.00,4.00,7,13.00,15.00,D
2686,197345,2007,2007,10,868,7,0.00,1270.00,2.50,2.50,7.00,14.00,16.00,3.00,1,2.00,1.00,0.00,2.00,3.00,3.00,2.00,2.00,10,9.00,10.00,D
2687,197345,2005,2013,12,743,15,67.00,798.00,2.50,7.50,8.00,6.00,0.00,5.00,2,0.00,1.00,5.00,0.00,3.00,4.00,4.00,4.00,7,13.00,15.00,D
2688,197345,1978,2015,10,903,5,87.00,0.00,2.50,2.50,2.00,1.00,4.00,3.00,2,1.00,1.00,0.00,0.00,3.00,3.00,3.00,2.00,3,7.00,11.00,D
2689,197345,2006,2008,2,914,15,249.00,536.00,2.50,2.50,6.00,5.00,11.00,1.00,1,0.00,1.00,0.00,0.00,2.00,2.00,1.00,2.00,5,3.00,7.00,D
2690,197345,2005,2012,3,914,17,67.00,798.00,2.50,7.50,8.00,6.00,0.00,5.00,2,0.00,1.00,5.00,0.00,3.00,4.00,4.00,4.00,7,13.00,15.00,D
2691,197345,2008,2011,9,829,11,197.00,475.00,7.50,2.50,6.00,6.00,14.00,3.00,1,1.00,1.00,0.00,1.00,2.00,3.00,2.00,2.00,8,7.00,9.00,D
2692,197345,2008,2011,4,829,17,197.00,475.00,7.50,2.50,6.00,6.00,14.00,3.00,1,1.00,1.00,0.00,1.00,2.00,3.00,2.00,2.00,8,7.00,9.00,D
2693,197345,2006,2009,11,914,10,249.00,536.00,2.50,2.50,6.00,5.00,11.00,1.00,1,0.00,1.00,0.00,0.00,2.00,2.00,1.00,2.00,5,3.00,7.00,D
2694,197345,1986,2013,1,1131,8,713.00,0.00,2.50,12.50,7.00,8.00,27.00,5.00,1,1.00,0.00,1.00,1.00,3.00,1.00,1.00,1.00,4,9.00,6.00,D
2695,197345,2006,2011,8,914,9,249.00,536.00,2.50,2.50,6.00,5.00,11.00,1.00,1,0.00,1.00,0.00,0.00,2.00,2.00,1.00,2.00,5,3.00,7.00,D
2696,197601,2009,2009,7,910,2,25.00,203.00,2.50,0.00,1.00,2.00,5.00,2.00,1,0.00,0.00,2.00,1.00,2.00,1.00,1.00,1.00,5,6.00,5.00,D
2697,197601,2009,2009,7,910,2,25.00,203.00,2.50,0.00,1.00,2.00,5.00,2.00,1,0.00,0.00,2.00,1.00,2.00,1.00,1.00,1.00,5,6.00,5.00,D
2698,197787,2005,2015,4,572,12,67.00,798.00,2.50,7.50,8.00,6.00,0.00,5.00,2,0.00,1.00,5.00,0.00,3.00,4.00,4.00,4.00,7,13.00,15.00,D
2699,198230,2005,2012,4,914,16,67.00,798.00,2.50,7.50,8.00,6.00,0.00,5.00,2,0.00,1.00,5.00,0.00,3.00,4.00,4.00,4.00,7,13.00,15.00,D
2700,198230,2005,2014,6,743,8,67.00,798.00,2.50,7.50,8.00,6.00,0.00,5.00,2,0.00,1.00,5.00,0.00,3.00,4.00,4.00,4.00,7,13.00,15.00,D
2701,198230,2007,2007,9,868,13,0.00,1270.00,2.50,2.50,7.00,14.00,16.00,3.00,1,2.00,1.00,0.00,2.00,3.00,3.00,2.00,2.00,10,9.00,10.00,D
2702,198230,2008,2011,8,829,17,197.00,475.00,7.50,2.50,6.00,6.00,14.00,3.00,1,1.00,1.00,0.00,1.00,2.00,3.00,2.00,2.00,8,7.00,9.00,D
2703,198230,2005,2012,10,914,7,67.00,798.00,2.50,7.50,8.00,6.00,0.00,5.00,2,0.00,1.00,5.00,0.00,3.00,4.00,4.00,4.00,7,13.00,15.00,D
2704,198230,2007,2007,9,868,12,0.00,1270.00,2.50,2.50,7.00,14.00,16.00,3.00,1,2.00,1.00,0.00,2.00,3.00,3.00,2.00,2.00,10,9.00,10.00,D
2705,198230,2006,2012,9,903,5,123.00,181.00,7.50,2.50,3.00,3.00,11.00,3.00,1,1.00,1.00,2.00,0.00,4.00,3.00,3.00,1.00,4,8.00,11.00,D
2706,198230,1986,2008,5,1377,4,713.00,0.00,2.50,12.50,7.00,8.00,27.00,5.00,1,1.00,0.00,1.00,1.00,3.00,1.00,1.00,1.00,4,9.00,6.00,D
2707,198230,2007,2008,1,868,11,0.00,1270.00,2.50,2.50,7.00,14.00,16.00,3.00,1,2.00,1.00,0.00,2.00,3.00,3.00,2.00,2.00,10,9.00,10.00,D
2708,198256,2009,2009,6,910,8,25.00,203.00,2.50,0.00,1.00,2.00,5.00,2.00,1,0.00,0.00,2.00,1.00,2.00,1.00,1.00,1.00,5,6.00,5.00,D
2709,198256,2009,2009,6,910,9,25.00,203.00,2.50,0.00,1.00,2.00,5.00,2.00,1,0.00,0.00,2.00,1.00,2.00,1.00,1.00,1.00,5,6.00,5.00,D
2710,198451,2009,2009,6,914,9,25.00,203.00,2.50,0.00,1.00,2.00,5.00,2.00,1,0.00,0.00,2.00,1.00,2.00,1.00,1.00,1.00,5,6.00,5.00,D
2711,198451,2009,2009,6,914,7,25.00,203.00,2.50,0.00,1.00,2.00,5.00,2.00,1,0.00,0.00,2.00,1.00,2.00,1.00,1.00,1.00,5,6.00,5.00,D
2712,198451,2009,2009,7,914,5,25.00,203.00,2.50,0.00,1.00,2.00,5.00,2.00,1,0.00,0.00,2.00,1.00,2.00,1.00,1.00,1.00,5,6.00,5.00,D
2713,198451,2009,2009,6,914,6,25.00,203.00,2.50,0.00,1.00,2.00,5.00,2.00,1,0.00,0.00,2.00,1.00,2.00,1.00,1.00,1.00,5,6.00,5.00,D
2714,198849,2006,2010,12,910,11,111.00,184.00,7.50,12.50,3.00,3.00,0.00,2.00,1,1.00,1.00,1.00,0.00,3.00,2.00,2.00,2.00,5,6.00,9.00,D
2715,199115,2005,2014,4,743,22,67.00,798.00,2.50,7.50,8.00,6.00,0.00,5.00,2,0.00,1.00,5.00,0.00,3.00,4.00,4.00,4.00,7,13.00,15.00,E
2716,199115,2007,2009,9,1103,22,554.00,524.00,2.50,2.50,3.00,5.00,10.00,2.00,2,2.00,2.00,0.00,1.00,2.00,2.00,2.00,2.00,4,9.00,8.00,E
2717,199115,1993,2014,8,914,17,523.00,536.00,2.50,17.50,8.00,8.00,20.00,6.00,2,0.00,1.00,5.00,0.00,4.00,3.00,5.00,5.00,4,14.00,17.00,E
2718,199115,2009,2013,4,910,6,25.00,203.00,2.50,0.00,1.00,2.00,5.00,2.00,1,0.00,0.00,2.00,1.00,2.00,1.00,1.00,1.00,5,6.00,5.00,E
2719,199115,1986,2015,8,910,14,100.00,18.00,2.50,7.50,1.00,1.00,2.00,5.00,1,2.00,1.00,1.00,1.00,6.00,2.00,3.00,2.00,3,11.00,13.00,E
2720,199115,2006,2012,10,814,8,111.00,184.00,7.50,12.50,3.00,3.00,0.00,2.00,1,1.00,1.00,1.00,0.00,3.00,2.00,2.00,2.00,5,6.00,9.00,E
2721,199115,1986,2014,7,914,11,713.00,0.00,2.50,12.50,7.00,8.00,27.00,5.00,1,1.00,0.00,1.00,1.00,3.00,1.00,1.00,1.00,4,9.00,6.00,E
2722,199115,2009,2010,7,1160,2,25.00,203.00,2.50,0.00,1.00,2.00,5.00,2.00,1,0.00,0.00,2.00,1.00,2.00,1.00,1.00,1.00,5,6.00,5.00,E
2723,199115,2006,2010,12,914,24,249.00,536.00,2.50,2.50,6.00,5.00,11.00,1.00,1,0.00,1.00,0.00,0.00,2.00,2.00,1.00,2.00,5,3.00,7.00,E
2724,199115,2006,2010,11,910,19,111.00,184.00,7.50,12.50,3.00,3.00,0.00,2.00,1,1.00,1.00,1.00,0.00,3.00,2.00,2.00,2.00,5,6.00,9.00,E
2725,199115,2005,2012,9,914,8,67.00,798.00,2.50,7.50,8.00,6.00,0.00,5.00,2,0.00,1.00,5.00,0.00,3.00,4.00,4.00,4.00,7,13.00,15.00,E
2726,199115,2005,2012,10,914,21,67.00,798.00,2.50,7.50,8.00,6.00,0.00,5.00,2,0.00,1.00,5.00,0.00,3.00,4.00,4.00,4.00,7,13.00,15.00,E
2727,199115,2005,2012,10,914,19,67.00,798.00,2.50,7.50,8.00,6.00,0.00,5.00,2,0.00,1.00,5.00,0.00,3.00,4.00,4.00,4.00,7,13.00,15.00,E
2728,199115,2005,2014,1,743,10,67.00,798.00,2.50,7.50,8.00,6.00,0.00,5.00,2,0.00,1.00,5.00,0.00,3.00,4.00,4.00,4.00,7,13.00,15.00,E
2729,199115,2006,2012,3,811,19,111.00,184.00,7.50,12.50,3.00,3.00,0.00,2.00,1,1.00,1.00,1.00,0.00,3.00,2.00,2.00,2.00,5,6.00,9.00,E
2730,199115,2006,2013,8,903,3,123.00,181.00,7.50,2.50,3.00,3.00,11.00,3.00,1,1.00,1.00,2.00,0.00,4.00,3.00,3.00,1.00,4,8.00,11.00,E
2731,199115,2006,2011,7,914,12,249.00,536.00,2.50,2.50,6.00,5.00,11.00,1.00,1,0.00,1.00,0.00,0.00,2.00,2.00,1.00,2.00,5,3.00,7.00,E
2732,199115,2006,2011,1,910,13,111.00,184.00,7.50,12.50,3.00,3.00,0.00,2.00,1,1.00,1.00,1.00,0.00,3.00,2.00,2.00,2.00,5,6.00,9.00,E
2733,199115,2005,2014,2,743,12,67.00,798.00,2.50,7.50,8.00,6.00,0.00,5.00,2,0.00,1.00,5.00,0.00,3.00,4.00,4.00,4.00,7,13.00,15.00,E
2734,199115,2005,2011,1,1184,7,67.00,798.00,2.50,7.50,8.00,6.00,0.00,5.00,2,0.00,1.00,5.00,0.00,3.00,4.00,4.00,4.00,7,13.00,15.00,E
2735,199115,2005,2013,6,743,20,67.00,798.00,2.50,7.50,8.00,6.00,0.00,5.00,2,0.00,1.00,5.00,0.00,3.00,4.00,4.00,4.00,7,13.00,15.00,E
2736,199115,2006,2009,6,914,17,249.00,536.00,2.50,2.50,6.00,5.00,11.00,1.00,1,0.00,1.00,0.00,0.00,2.00,2.00,1.00,2.00,5,3.00,7.00,E
2737,199115,2005,2012,11,914,8,67.00,798.00,2.50,7.50,8.00,6.00,0.00,5.00,2,0.00,1.00,5.00,0.00,3.00,4.00,4.00,4.00,7,13.00,15.00,E
2738,199115,2008,2011,11,829,5,197.00,475.00,7.50,2.50,6.00,6.00,14.00,3.00,1,1.00,1.00,0.00,1.00,2.00,3.00,2.00,2.00,8,7.00,9.00,E
2739,199115,1993,2017,8,644,16,523.00,536.00,2.50,17.50,8.00,8.00,20.00,6.00,2,0.00,1.00,5.00,0.00,4.00,3.00,5.00,5.00,4,14.00,17.00,E
2740,199115,2008,2011,6,829,21,197.00,475.00,7.50,2.50,6.00,6.00,14.00,3.00,1,1.00,1.00,0.00,1.00,2.00,3.00,2.00,2.00,8,7.00,9.00,E
2741,199115,2005,2017,6,572,3,67.00,798.00,2.50,7.50,8.00,6.00,0.00,5.00,2,0.00,1.00,5.00,0.00,3.00,4.00,4.00,4.00,7,13.00,15.00,E
2742,199115,2007,2008,6,868,9,0.00,1270.00,2.50,2.50,7.00,14.00,16.00,3.00,1,2.00,1.00,0.00,2.00,3.00,3.00,2.00,2.00,10,9.00,10.00,E
2743,199115,2006,2013,8,857,14,123.00,181.00,7.50,2.50,3.00,3.00,11.00,3.00,1,1.00,1.00,2.00,0.00,4.00,3.00,3.00,1.00,4,8.00,11.00,E
2744,199469,2007,2007,12,1103,17,554.00,524.00,2.50,2.50,3.00,5.00,10.00,2.00,2,2.00,2.00,0.00,1.00,2.00,2.00,2.00,2.00,4,9.00,8.00,E
2745,199637,2009,2009,7,910,4,25.00,203.00,2.50,0.00,1.00,2.00,5.00,2.00,1,0.00,0.00,2.00,1.00,2.00,1.00,1.00,1.00,5,6.00,5.00,E
2746,199637,2009,2009,7,910,3,25.00,203.00,2.50,0.00,1.00,2.00,5.00,2.00,1,0.00,0.00,2.00,1.00,2.00,1.00,1.00,1.00,5,6.00,5.00,E
2747,200000,2005,2014,6,743,6,67.00,798.00,2.50,7.50,8.00,6.00,0.00,5.00,2,0.00,1.00,5.00,0.00,3.00,4.00,4.00,4.00,7,13.00,15.00,E
2748,200000,2006,2011,4,914,7,249.00,536.00,2.50,2.50,6.00,5.00,11.00,1.00,1,0.00,1.00,0.00,0.00,2.00,2.00,1.00,2.00,5,3.00,7.00,E
2749,200000,2008,2012,4,829,2,197.00,475.00,7.50,2.50,6.00,6.00,14.00,3.00,1,1.00,1.00,0.00,1.00,2.00,3.00,2.00,2.00,8,7.00,9.00,E
2750,200000,2005,2014,6,743,6,67.00,798.00,2.50,7.50,8.00,6.00,0.00,5.00,2,0.00,1.00,5.00,0.00,3.00,4.00,4.00,4.00,7,13.00,15.00,E
2751,200000,2006,2010,7,914,16,249.00,536.00,2.50,2.50,6.00,5.00,11.00,1.00,1,0.00,1.00,0.00,0.00,2.00,2.00,1.00,2.00,5,3.00,7.00,E
2752,200221,2006,2014,2,636,14,111.00,184.00,7.50,12.50,3.00,3.00,0.00,2.00,1,1.00,1.00,1.00,0.00,3.00,2.00,2.00,2.00,5,6.00,9.00,E
2753,200318,2009,2009,6,910,14,25.00,203.00,2.50,0.00,1.00,2.00,5.00,2.00,1,0.00,0.00,2.00,1.00,2.00,1.00,1.00,1.00,5,6.00,5.00,E
2754,200318,2009,2009,7,910,10,25.00,203.00,2.50,0.00,1.00,2.00,5.00,2.00,1,0.00,0.00,2.00,1.00,2.00,1.00,1.00,1.00,5,6.00,5.00,E
2755,200318,2009,2009,4,910,16,25.00,203.00,2.50,0.00,1.00,2.00,5.00,2.00,1,0.00,0.00,2.00,1.00,2.00,1.00,1.00,1.00,5,6.00,5.00,E
2756,200318,2009,2009,6,910,12,25.00,203.00,2.50,0.00,1.00,2.00,5.00,2.00,1,0.00,0.00,2.00,1.00,2.00,1.00,1.00,1.00,5,6.00,5.00,E
2757,200522,2009,2009,3,914,12,25.00,203.00,2.50,0.00,1.00,2.00,5.00,2.00,1,0.00,0.00,2.00,1.00,2.00,1.00,1.00,1.00,5,6.00,5.00,E
2758,200522,2009,2009,4,914,17,25.00,203.00,2.50,0.00,1.00,2.00,5.00,2.00,1,0.00,0.00,2.00,1.00,2.00,1.00,1.00,1.00,5,6.00,5.00,E
2759,200522,2009,2009,4,914,19,25.00,203.00,2.50,0.00,1.00,2.00,5.00,2.00,1,0.00,0.00,2.00,1.00,2.00,1.00,1.00,1.00,5,6.00,5.00,E
2760,200522,2009,2009,4,910,10,25.00,203.00,2.50,0.00,1.00,2.00,5.00,2.00,1,0.00,0.00,2.00,1.00,2.00,1.00,1.00,1.00,5,6.00,5.00,E
2761,200522,2009,2009,6,914,10,25.00,203.00,2.50,0.00,1.00,2.00,5.00,2.00,1,0.00,0.00,2.00,1.00,2.00,1.00,1.00,1.00,5,6.00,5.00,E
2762,200522,2009,2009,7,914,19,25.00,203.00,2.50,0.00,1.00,2.00,5.00,2.00,1,0.00,0.00,2.00,1.00,2.00,1.00,1.00,1.00,5,6.00,5.00,E
2763,200522,2009,2009,3,914,13,25.00,203.00,2.50,0.00,1.00,2.00,5.00,2.00,1,0.00,0.00,2.00,1.00,2.00,1.00,1.00,1.00,5,6.00,5.00,E
2764,200522,2009,2009,5,914,16,25.00,203.00,2.50,0.00,1.00,2.00,5.00,2.00,1,0.00,0.00,2.00,1.00,2.00,1.00,1.00,1.00,5,6.00,5.00,E
2765,200522,2009,2009,5,914,20,25.00,203.00,2.50,0.00,1.00,2.00,5.00,2.00,1,0.00,0.00,2.00,1.00,2.00,1.00,1.00,1.00,5,6.00,5.00,E
2766,200884,2005,2015,6,572,21,67.00,798.00,2.50,7.50,8.00,6.00,0.00,5.00,2,0.00,1.00,5.00,0.00,3.00,4.00,4.00,4.00,7,13.00,15.00,E
2767,200884,2007,2007,8,868,18,0.00,1270.00,2.50,2.50,7.00,14.00,16.00,3.00,1,2.00,1.00,0.00,2.00,3.00,3.00,2.00,2.00,10,9.00,10.00,E
2768,200884,2005,2010,11,1184,11,67.00,798.00,2.50,7.50,8.00,6.00,0.00,5.00,2,0.00,1.00,5.00,0.00,3.00,4.00,4.00,4.00,7,13.00,15.00,E
2769,200884,1993,2014,7,914,3,523.00,536.00,2.50,17.50,8.00,8.00,20.00,6.00,2,0.00,1.00,5.00,0.00,4.00,3.00,5.00,5.00,4,14.00,17.00,E
2770,200884,2008,2011,9,829,12,197.00,475.00,7.50,2.50,6.00,6.00,14.00,3.00,1,1.00,1.00,0.00,1.00,2.00,3.00,2.00,2.00,8,7.00,9.00,E
2771,200884,2007,2008,11,868,14,0.00,1270.00,2.50,2.50,7.00,14.00,16.00,3.00,1,2.00,1.00,0.00,2.00,3.00,3.00,2.00,2.00,10,9.00,10.00,E
2772,201327,1993,2009,11,2337,8,523.00,536.00,2.50,17.50,8.00,8.00,20.00,6.00,2,0.00,1.00,5.00,0.00,4.00,3.00,5.00,5.00,4,14.00,17.00,E
2773,201327,2006,2012,9,903,7,123.00,181.00,7.50,2.50,3.00,3.00,11.00,3.00,1,1.00,1.00,2.00,0.00,4.00,3.00,3.00,1.00,4,8.00,11.00,E
2774,201566,2009,2009,7,910,8,25.00,203.00,2.50,0.00,1.00,2.00,5.00,2.00,1,0.00,0.00,2.00,1.00,2.00,1.00,1.00,1.00,5,6.00,5.00,E
2775,201566,2009,2009,7,910,6,25.00,203.00,2.50,0.00,1.00,2.00,5.00,2.00,1,0.00,0.00,2.00,1.00,2.00,1.00,1.00,1.00,5,6.00,5.00,E
2776,201566,2009,2009,7,910,6,25.00,203.00,2.50,0.00,1.00,2.00,5.00,2.00,1,0.00,0.00,2.00,1.00,2.00,1.00,1.00,1.00,5,6.00,5.00,E
2777,201566,2009,2009,7,910,7,25.00,203.00,2.50,0.00,1.00,2.00,5.00,2.00,1,0.00,0.00,2.00,1.00,2.00,1.00,1.00,1.00,5,6.00,5.00,E
2778,201566,2009,2009,7,910,9,25.00,203.00,2.50,0.00,1.00,2.00,5.00,2.00,1,0.00,0.00,2.00,1.00,2.00,1.00,1.00,1.00,5,6.00,5.00,E
2779,201566,2009,2009,7,910,7,25.00,203.00,2.50,0.00,1.00,2.00,5.00,2.00,1,0.00,0.00,2.00,1.00,2.00,1.00,1.00,1.00,5,6.00,5.00,E
2780,201672,2009,2009,3,910,6,25.00,203.00,2.50,0.00,1.00,2.00,5.00,2.00,1,0.00,0.00,2.00,1.00,2.00,1.00,1.00,1.00,5,6.00,5.00,E
2781,201672,2009,2009,5,910,6,25.00,203.00,2.50,0.00,1.00,2.00,5.00,2.00,1,0.00,0.00,2.00,1.00,2.00,1.00,1.00,1.00,5,6.00,5.00,E
2782,201672,2009,2009,6,910,5,25.00,203.00,2.50,0.00,1.00,2.00,5.00,2.00,1,0.00,0.00,2.00,1.00,2.00,1.00,1.00,1.00,5,6.00,5.00,E
2783,201672,2009,2009,6,910,5,25.00,203.00,2.50,0.00,1.00,2.00,5.00,2.00,1,0.00,0.00,2.00,1.00,2.00,1.00,1.00,1.00,5,6.00,5.00,E
2784,201769,2005,2013,1,914,7,67.00,798.00,2.50,7.50,8.00,6.00,0.00,5.00,2,0.00,1.00,5.00,0.00,3.00,4.00,4.00,4.00,7,13.00,15.00,E
2785,201769,2006,2011,1,910,20,111.00,184.00,7.50,12.50,3.00,3.00,0.00,2.00,1,1.00,1.00,1.00,0.00,3.00,2.00,2.00,2.00,5,6.00,9.00,E
2786,201769,2005,2010,8,1184,11,67.00,798.00,2.50,7.50,8.00,6.00,0.00,5.00,2,0.00,1.00,5.00,0.00,3.00,4.00,4.00,4.00,7,13.00,15.00,E
2787,201769,2008,2011,9,829,17,197.00,475.00,7.50,2.50,6.00,6.00,14.00,3.00,1,1.00,1.00,0.00,1.00,2.00,3.00,2.00,2.00,8,7.00,9.00,E
2788,201769,2005,2016,1,572,4,67.00,798.00,2.50,7.50,8.00,6.00,0.00,5.00,2,0.00,1.00,5.00,0.00,3.00,4.00,4.00,4.00,7,13.00,15.00,E
2789,201769,2005,2016,5,572,5,67.00,798.00,2.50,7.50,8.00,6.00,0.00,5.00,2,0.00,1.00,5.00,0.00,3.00,4.00,4.00,4.00,7,13.00,15.00,E
2790,201769,2005,2017,5,572,15,67.00,798.00,2.50,7.50,8.00,6.00,0.00,5.00,2,0.00,1.00,5.00,0.00,3.00,4.00,4.00,4.00,7,13.00,15.00,E
2791,201769,2007,2007,12,868,24,0.00,1270.00,2.50,2.50,7.00,14.00,16.00,3.00,1,2.00,1.00,0.00,2.00,3.00,3.00,2.00,2.00,10,9.00,10.00,E
2792,201769,1978,2015,7,903,12,87.00,0.00,2.50,2.50,2.00,1.00,4.00,3.00,2,1.00,1.00,0.00,0.00,3.00,3.00,3.00,2.00,3,7.00,11.00,E
2793,201769,2006,2011,10,910,4,111.00,184.00,7.50,12.50,3.00,3.00,0.00,2.00,1,1.00,1.00,1.00,0.00,3.00,2.00,2.00,2.00,5,6.00,9.00,E
2794,201769,1978,2017,8,779,1,87.00,0.00,2.50,2.50,2.00,1.00,4.00,3.00,2,1.00,1.00,0.00,0.00,3.00,3.00,3.00,2.00,3,7.00,11.00,E
2795,202212,2006,2014,2,903,5,123.00,181.00,7.50,2.50,3.00,3.00,11.00,3.00,1,1.00,1.00,2.00,0.00,4.00,3.00,3.00,1.00,4,8.00,11.00,E
2796,202654,2005,2011,2,1184,6,67.00,798.00,2.50,7.50,8.00,6.00,0.00,5.00,2,0.00,1.00,5.00,0.00,3.00,4.00,4.00,4.00,7,13.00,15.00,E
2797,202654,2008,2011,10,829,8,197.00,475.00,7.50,2.50,6.00,6.00,14.00,3.00,1,1.00,1.00,0.00,1.00,2.00,3.00,2.00,2.00,8,7.00,9.00,E
2798,202654,2006,2012,8,903,8,123.00,181.00,7.50,2.50,3.00,3.00,11.00,3.00,1,1.00,1.00,2.00,0.00,4.00,3.00,3.00,1.00,4,8.00,11.00,E
2799,202654,2006,2014,1,857,3,123.00,181.00,7.50,2.50,3.00,3.00,11.00,3.00,1,1.00,1.00,2.00,0.00,4.00,3.00,3.00,1.00,4,8.00,11.00,E
2800,202654,1993,2011,4,2337,16,523.00,536.00,2.50,17.50,8.00,8.00,20.00,6.00,2,0.00,1.00,5.00,0.00,4.00,3.00,5.00,5.00,4,14.00,17.00,E
2801,202654,2005,2017,2,572,6,67.00,798.00,2.50,7.50,8.00,6.00,0.00,5.00,2,0.00,1.00,5.00,0.00,3.00,4.00,4.00,4.00,7,13.00,15.00,E
2802,202654,2005,2017,1,572,6,67.00,798.00,2.50,7.50,8.00,6.00,0.00,5.00,2,0.00,1.00,5.00,0.00,3.00,4.00,4.00,4.00,7,13.00,15.00,E
2803,202654,2006,2010,2,914,21,249.00,536.00,2.50,2.50,6.00,5.00,11.00,1.00,1,0.00,1.00,0.00,0.00,2.00,2.00,1.00,2.00,5,3.00,7.00,E
2804,202654,2007,2009,10,868,18,0.00,1270.00,2.50,2.50,7.00,14.00,16.00,3.00,1,2.00,1.00,0.00,2.00,3.00,3.00,2.00,2.00,10,9.00,10.00,E
2805,202654,2005,2017,7,572,11,67.00,798.00,2.50,7.50,8.00,6.00,0.00,5.00,2,0.00,1.00,5.00,0.00,3.00,4.00,4.00,4.00,7,13.00,15.00,E
2806,202654,2005,2013,1,914,18,67.00,798.00,2.50,7.50,8.00,6.00,0.00,5.00,2,0.00,1.00,5.00,0.00,3.00,4.00,4.00,4.00,7,13.00,15.00,E
2807,203539,2008,2013,4,829,18,197.00,475.00,7.50,2.50,6.00,6.00,14.00,3.00,1,1.00,1.00,0.00,1.00,2.00,3.00,2.00,2.00,8,7.00,9.00,E
2808,203539,2009,2010,5,1160,3,25.00,203.00,2.50,0.00,1.00,2.00,5.00,2.00,1,0.00,0.00,2.00,1.00,2.00,1.00,1.00,1.00,5,6.00,5.00,E
